show_id, Country, Date Added, Year_Added
80214743, United States, 13-Jul-18, 2018
80214621, United States, 1-Jan-19, 2019
80214583, United States, 26-Feb-18, 2018
80214582, United States, 29-Jan-18, 2018
80214581, United States, 19-Feb-18, 2018
80214580, United States, 5-Mar-18, 2018
80214478, United States, 26-Dec-17, 2017
80213657, United States, 8-May-18, 2018
80213655, United States, 17-Apr-18, 2018
80213654, United States, 21-Jul-19, 2019
80213588, United States, 6-Dec-19, 2019
80213403, United States, 9-Jan-18, 2018
80213401, United States, 2-Jan-18, 2018
80213400, United States, 5-Jan-18, 2018
80213322, United States, 14-Jun-19, 2019
80213299, United States, 26-Feb-18, 2018
80211991, United States, 26-Dec-18, 2018
80211884, United States, 10-Aug-18, 2018
80211648, United States, 3-Jul-19, 2019
80211638, United States, 24-May-19, 2019
80211627, United States, 1-Feb-19, 2019
80211590, United States, 4-Dec-18, 2018
80211576, United States, 6-Jul-18, 2018
80211563, United States, 7-Jun-19, 2019
80211384, United States, 15-Jul-18, 2018
80210736, United States, 24-Dec-18, 2018
80210716, United States, 31-Dec-17, 2017
80210691, United States, 4-May-18, 2018
80210602, United States, 1-Apr-19, 2019
80210361, United States, 26-Apr-19, 2019
80210294, United States, 29-Jul-19, 2019
80209895, United States, 6-Apr-18, 2018
80209751, United States, 1-Apr-19, 2019
80209609, United States, 2-Oct-19, 2019
80209379, United States, 1-Jan-19, 2019
80209153, United States, 17-Feb-18, 2018
80209096, United States, 31-May-19, 2019
80209013, United States, 21-Jun-19, 2019
80208910, United States, 18-Oct-19, 2019
80208906, United States, 23-Sep-19, 2019
80208793, United States, 1-Dec-19, 2019
80208684, United States, 23-Jan-18, 2018
80208662, United States, 3-May-19, 2019
80208661, United States, 1-Feb-19, 2019
80208273, United States, 31-Oct-17, 2017
80208235, United States, 25-Dec-19, 2019
80208176, United States, 1-Oct-17, 2017
80208155, United States, 25-Sep-18, 2018
80207486, United States, 19-Oct-18, 2018
80207124, United States, 21-Dec-18, 2018
80206910, United States, 18-Oct-19, 2019
80206907, United States, 1-Jan-18, 2018
80206057, United States, 19-Dec-17, 2017
80205978, United States, 19-Dec-17, 2017
80205451, United States, 1-Feb-18, 2018
80205440, United States, 20-Jul-18, 2018
80205204, United States, 10-Oct-17, 2017
80203919, United States, 1-Mar-18, 2018
80203147, United States, 17-Aug-18, 2018
80203143, United States, 1-Jun-19, 2019
80203094, United States, 7-Sep-18, 2018
80202920, United States, 19-Apr-19, 2019
80202874, United States, 31-May-19, 2019
80202273, United States, 11-Jan-19, 2019
80202176, United States, 15-Aug-18, 2018
80202133, United States, 2-Dec-19, 2019
80202076, United States, 9-Apr-18, 2018
80201933, United States, 28-Sep-18, 2018
80201906, United States, 4-Sep-18, 2018
80201870, United States, 17-Aug-18, 2018
80201862, United States, 9-Nov-18, 2018
80201833, United States, 1-Mar-18, 2018
80201773, United States, 20-Jul-18, 2018
80201750, United States, 20-Jul-18, 2018
80201680, United States, 25-Oct-19, 2019
80201543, United States, 16-Aug-19, 2019
80201542, United States, 8-Nov-19, 2019
80201497, United States, 5-Feb-18, 2018
80201490, United States, 7-Dec-18, 2018
80201488, United States, 4-Nov-19, 2019
80201328, United States, 26-Jul-19, 2019
80200961, United States, 5-Mar-19, 2019
80200571, United States, 29-Mar-19, 2019
80200549, United States, 31-May-19, 2019
80200267, United States, 16-Nov-18, 2018
80199767, United States, 3-Oct-17, 2017
80199689, United States, 1-Feb-19, 2019
80199682, United States, 22-Nov-18, 2018
80199381, United States, 15-Aug-18, 2018
80198745, United States, 5-Feb-18, 2018
80198735, United States, 21-Feb-18, 2018
80198730, United States, 1-Sep-18, 2018
80198661, United States, 19-Jan-18, 2018
80198423, United States, 25-Sep-17, 2017
80198056, United States, 2-Jan-18, 2018
80198046, United States, 13-Sep-17, 2017
80198018, United States, 10-Nov-17, 2017
80197912, United States, 27-Oct-17, 2017
80197889, United States, 24-May-19, 2019
80197462, United States, 24-Oct-19, 2019
80197310, United States, 15-Dec-17, 2017
80197301, United States, 1-Jan-18, 2018
80196789, United States, 21-Dec-18, 2018
80196586, United States, 22-Sep-17, 2017
80196217, United States, 1-Jan-18, 2018
80196216, United States, 7-Oct-17, 2017
80195967, United States, 20-Mar-19, 2019
80195807, United States, 15-Jan-18, 2018
80195801, United States, 18-Jun-18, 2018
80195653, United States, 1-Jan-18, 2018
80195429, United States, 19-Jan-18, 2018
80195243, United States, 4-Jul-17, 2017
80194813, United States, 1-Jan-18, 2018
80194612, United States, 11-Dec-17, 2017
80193614, United States, 24-Jan-18, 2018
80193491, United States, 29-Aug-17, 2017
80193475, United States, 4-May-18, 2018
80192842, United States, 18-Jul-17, 2017
80192834, United States, 13-Sep-18, 2018
80192815, United States, 18-Sep-17, 2017
80192734, United States, 14-Feb-19, 2019
80192577, United States, 8-Mar-19, 2019
80192445, United States, 12-Sep-17, 2017
80192187, United States, 13-Mar-19, 2019
80192186, United States, 20-Apr-18, 2018
80192097, United States, 30-Oct-17, 2017
80192018, United States, 26-Jun-18, 2018
80191804, United States, 14-Nov-17, 2017
80191665, United States, 3-Oct-17, 2017
80191522, United States, 31-Aug-18, 2018
80191109, United States, 14-Nov-17, 2017
80191081, United States, 1-Dec-17, 2017
80191074, United States, 30-Nov-18, 2018
80191051, United States, 2-Nov-18, 2018
80190844, United States, 1-Jan-18, 2018
80190840, United States, 25-Dec-17, 2017
80190588, United States, 17-Sep-19, 2019
80190510, United States, 17-Aug-18, 2018
80190449, United States, 19-Sep-18, 2018
80190407, United States, 17-Apr-18, 2018
80190215, United States, 1-Apr-18, 2018
80190149, United States, 1-Aug-17, 2017
80190148, United States, 1-Aug-17, 2017
80190147, United States, 1-Aug-17, 2017
80190146, United States, 1-Aug-17, 2017
80190144, United States, 30-Jun-17, 2017
80190130, United States, 28-Feb-18, 2018
80190009, United States, 20-Sep-19, 2019
80189827, United States, 31-May-18, 2018
80189648, United States, 21-Aug-19, 2019
80189646, United States, 6-Apr-18, 2018
80189632, United States, 22-Mar-19, 2019
80189630, United States, 7-Mar-19, 2019
80189623, United States, 6-Oct-17, 2017
80189451, United States, 1-Jul-19, 2019
80189221, United States, 12-Oct-18, 2018
80189216, United States, 19-Mar-18, 2018
80188953, United States, 10-Aug-18, 2018
80188580, United States, 12-Aug-17, 2017
80187435, United States, 5-Dec-17, 2017
80187307, United States, 12-Jan-18, 2018
80187052, United States, 7-Apr-19, 2019
80187030, United States, 14-Dec-18, 2018
80186940, United States, 13-May-18, 2018
80186863, United States, 15-Feb-19, 2019
80186850, United States, 25-May-18, 2018
80186796, United States, 23-Oct-19, 2019
80186731, United States, 1-Feb-18, 2018
80186608, United States, 5-Jun-18, 2018
80185876, United States, 6-Dec-17, 2017
80185322, United States, 22-Aug-17, 2017
80185321, United States, 25-Jul-17, 2017
80185223, United States, 20-Jun-17, 2017
80185178, United States, 21-Jun-19, 2019
80185166, United States, 15-Aug-17, 2017
80185074, United States, 13-Aug-18, 2018
80185070, United States, 20-Jul-18, 2018
80185032, United States, 5-Apr-18, 2018
80185003, United States, 7-Nov-17, 2017
80184973, United States, 1-Mar-18, 2018
80184868, United States, 7-Aug-17, 2017
80184834, United States, 29-Aug-17, 2017
80184771, United States, 20-Sep-19, 2019
80184676, United States, 8-Mar-19, 2019
80184625, United States, 16-Feb-18, 2018
80184569, United States, 20-Oct-17, 2017
80184547, United States, 1-Jan-18, 2018
80184379, United States, 11-May-18, 2018
80184131, United States, 1-Mar-18, 2018
80184129, United States, 1-Sep-19, 2019
80184100, United States, 15-Jun-18, 2018
80184055, United States, 1-Sep-17, 2017
80183783, United States, 6-Nov-17, 2017
80183328, United States, 27-Apr-18, 2018
80182949, United States, 1-Nov-18, 2018
80182919, United States, 19-May-18, 2018
80182473, United States, 26-Dec-17, 2017
80182411, United States, 25-Apr-18, 2018
80182115, United States, 29-Sep-17, 2017
80182014, United States, 25-Oct-19, 2019
80179905, United States, 11-Oct-19, 2019
80179900, United States, 23-Jun-18, 2018
80179784, United States, 12-Jul-19, 2019
80179782, United States, 19-Jul-19, 2019
80179762, United States, 5-Nov-19, 2019
80179556, United States, 15-Dec-18, 2018
80179394, United States, 3-Jun-19, 2019
80179373, United States, 1-May-18, 2018
80179371, United States, 6-Feb-18, 2018
80179138, United States, 17-May-19, 2019
80178974, United States, 8-Dec-17, 2017
80178943, United States, 12-Oct-18, 2018
80178941, United States, 10-Jan-20, 2020
80178897, United States, 1-Feb-19, 2019
80178726, United States, 28-Jun-19, 2019
80178724, United States, 18-Oct-19, 2019
80178687, United States, 26-Mar-19, 2019
80177803, United States, 10-Jul-18, 2018
80177782, United States, 29-Jun-18, 2018
80177441, United States, 15-Dec-17, 2017
80177416, United States, 27-Feb-19, 2019
80177406, United States, 17-Oct-17, 2017
80177405, United States, 5-Sep-17, 2017
80177400, United States, 16-Nov-18, 2018
80177346, United States, 6-Dec-18, 2018
80177342, United States, 1-Jan-19, 2019
80177300, United States, 5-May-18, 2018
80176878, United States, 19-Sep-17, 2017
80176771, United States, 7-Nov-18, 2018
80176756, United States, 13-Jun-17, 2017
80176715, United States, 6-Jul-18, 2018
80176212, United States, 1-Dec-17, 2017
80176179, United States, 1-Aug-17, 2017
80176076, United States, 15-Oct-18, 2018
80176064, United States, 1-Jul-18, 2018
80175945, United States, 1-Nov-18, 2018
80175934, United States, 17-Jul-19, 2019
80175802, United States, 1-Aug-19, 2019
80175798, United States, 27-Nov-19, 2019
80175694, United States, 17-Nov-17, 2017
80175685, United States, 20-Mar-18, 2018
80175314, United States, 18-Dec-17, 2017
80175290, United States, 22-Jan-18, 2018
80175147, United States, 10-Aug-18, 2018
80174959, United States, 9-Dec-19, 2019
80174902, United States, 1-Sep-19, 2019
80174897, United States, 3-Aug-18, 2018
80174687, United States, 2-Apr-19, 2019
80174683, United States, 25-Apr-19, 2019
80174608, United States, 15-Mar-19, 2019
80174436, United States, 20-Apr-18, 2018
80174434, United States, 13-Oct-17, 2017
80174429, United States, 10-Feb-17, 2017
80174367, United States, 9-Feb-18, 2018
80174364, United States, 12-May-17, 2017
80174285, United States, 30-Dec-19, 2019
80174220, United States, 24-Nov-17, 2017
80174177, United States, 16-Jun-17, 2017
80174144, United States, 11-Mar-18, 2018
80174137, United States, 6-Mar-18, 2018
80174097, United States, 2-Apr-19, 2019
80173925, United States, 15-Mar-18, 2018
80173625, United States, 26-Sep-17, 2017
80173623, United States, 30-Jun-18, 2018
80173542, United States, 7-Jan-20, 2020
80173479, United States, 26-Oct-17, 2017
80173395, United States, 12-Jan-18, 2018
80173387, United States, 7-Jun-19, 2019
80173271, United States, 1-Dec-17, 2017
80173269, United States, 1-Sep-17, 2017
80173267, United States, 1-Jun-17, 2017
80173150, United States, 1-Oct-19, 2019
80173002, United States, 7-Nov-17, 2017
80172958, United States, 1-Feb-18, 2018
80172937, United States, 1-Oct-17, 2017
80172593, United States, 1-Mar-17, 2017
80172469, United States, 1-Mar-17, 2017
80172468, United States, 1-Mar-17, 2017
80172002, United States, 12-Apr-19, 2019
80172000, United States, 19-Apr-17, 2017
80171965, United States, 21-Mar-17, 2017
80171742, United States, 21-Aug-17, 2017
80171733, United States, 23-Mar-18, 2018
80171659, United States, 14-Jul-17, 2017
80171611, United States, 13-Sep-19, 2019
80171561, United States, 17-Nov-17, 2017
80171452, United States, 3-Aug-18, 2018
80171362, United States, 19-Jul-19, 2019
80171291, United States, 1-Feb-18, 2018
80171022, United States, 28-Jul-17, 2017
80170870, United States, 11-Jan-18, 2018
80170845, United States, 14-Mar-17, 2017
80170767, United States, 29-Mar-19, 2019
80170368, United States, 23-Feb-18, 2018
80170277, United States, 6-Jul-17, 2017
80170187, United States, 6-Mar-18, 2018
80169786, United States, 9-Nov-18, 2018
80169778, United States, 19-Apr-17, 2017
80169617, United States, 23-Mar-18, 2018
80169469, United States, 22-Mar-19, 2019
80169348, United States, 26-May-17, 2017
80168234, United States, 31-Dec-17, 2017
80168231, United States, 1-Feb-18, 2018
80168222, United States, 5-Oct-18, 2018
80168221, United States, 13-Jun-17, 2017
80168198, United States, 29-Jan-18, 2018
80168189, United States, 8-Jun-18, 2018
80168188, United States, 14-Jul-17, 2017
80168167, United States, 1-Jun-18, 2018
80168161, United States, 23-Dec-17, 2017
80168079, United States, 4-Aug-17, 2017
80167821, United States, 1-Oct-19, 2019
80167628, United States, 5-Nov-19, 2019
80167498, United States, 14-Feb-18, 2018
80167491, United States, 1-Jan-18, 2018
80167481, United States, 13-Jul-18, 2018
80167459, United States, 26-May-17, 2017
80166467, United States, 18-Dec-18, 2018
80166319, United States, 1-Dec-18, 2018
80165221, United States, 6-Aug-17, 2017
80164864, United States, 27-Apr-18, 2018
80164779, United States, 14-Sep-18, 2018
80164465, United States, 18-Apr-17, 2017
80164456, United States, 13-Oct-17, 2017
80164088, United States, 26-Apr-18, 2018
80163156, United States, 19-Sep-17, 2017
80163053, United States, 23-Jan-18, 2018
80162179, United States, 20-Aug-17, 2017
80161931, United States, 2-Sep-17, 2017
80161921, United States, 3-Oct-17, 2017
80161851, United States, 1-Feb-17, 2017
80161728, United States, 13-Aug-19, 2019
80161702, United States, 21-Jun-19, 2019
80161640, United States, 26-Jun-17, 2017
80161628, United States, 5-Apr-19, 2019
80161497, United States, 15-Nov-19, 2019
80161109, United States, 4-Apr-17, 2017
80160987, United States, 2-Nov-19, 2019
80160759, United States, 17-Nov-17, 2017
80160347, United States, 9-Dec-16, 2016
80160346, United States, 10-Aug-17, 2017
80160037, United States, 19-Jul-19, 2019
80159566, United States, 1-Jan-18, 2018
80158976, United States, 24-Apr-18, 2018
80158871, United States, 12-Dec-17, 2017
80158854, United States, 1-Dec-17, 2017
80158802, United States, 21-Jul-19, 2019
80158800, United States, 15-Nov-19, 2019
80158772, United States, 19-Feb-17, 2017
80158670, United States, 12-Sep-17, 2017
80158516, United States, 25-Oct-18, 2018
80158515, United States, 14-Jun-19, 2019
80158485, United States, 19-Jan-18, 2018
80158319, United States, 11-May-18, 2018
80158168, United States, 17-Nov-18, 2018
80158155, United States, 1-Oct-17, 2017
80158084, United States, 21-Nov-17, 2017
80157760, United States, 4-Feb-17, 2017
80157242, United States, 1-Feb-17, 2017
80157137, United States, 2-Feb-18, 2018
80157073, United States, 21-Sep-18, 2018
80157072, United States, 28-Sep-18, 2018
80156925, United States, 1-Mar-19, 2019
80156772, United States, 1-Mar-19, 2019
80156688, United States, 2-Mar-18, 2018
80156684, United States, 1-Nov-17, 2017
80156212, United States, 2-Mar-19, 2019
80155477, United States, 23-Jun-17, 2017
80154682, United States, 15-Jan-18, 2018
80153467, United States, 13-Sep-19, 2019
80152745, United States, 1-Feb-17, 2017
80152625, United States, 13-Apr-18, 2018
80152442, United States, 26-Aug-17, 2017
80152434, United States, 9-Mar-18, 2018
80152350, United States, 7-Dec-18, 2018
80152091, United States, 1-Dec-16, 2016
80152003, United States, 17-Jan-17, 2017
80151644, United States, 20-Jun-17, 2017
80151483, United States, 26-Sep-17, 2017
80151384, United States, 22-May-18, 2018
80151370, United States, 7-Feb-17, 2017
80150002, United States, 7-Mar-17, 2017
80149821, United States, 27-Apr-18, 2018
80149064, United States, 14-Jul-17, 2017
80148180, United States, 1-Apr-18, 2018
80147908, United States, 1-Dec-16, 2016
80147760, United States, 5-Sep-17, 2017
80147529, United States, 25-Nov-18, 2018
80147403, United States, 13-Nov-17, 2017
80146759, United States, 21-Apr-17, 2017
80146601, United States, 6-Jul-18, 2018
80146284, United States, 4-Oct-19, 2019
80145699, United States, 31-Oct-17, 2017
80145533, United States, 29-Mar-19, 2019
80145512, United States, 24-Jul-17, 2017
80145255, United States, 30-Mar-17, 2017
80145240, United States, 16-Mar-18, 2018
80145087, United States, 30-Mar-18, 2018
80144983, United States, 20-Mar-18, 2018
80144804, United States, 1-Jun-17, 2017
80144803, United States, 16-Dec-16, 2016
80144588, United States, 1-Nov-16, 2016
80144355, United States, 1-Nov-19, 2019
80144145, United States, 24-Aug-18, 2018
80143794, United States, 23-Jun-17, 2017
80143362, United States, 30-Mar-18, 2018
80142615, United States, 6-Dec-16, 2016
80142474, United States, 10-Apr-17, 2017
80142390, United States, 23-Oct-18, 2018
80142058, United States, 11-Aug-17, 2017
80141928, United States, 1-Feb-18, 2018
80141858, United States, 4-Oct-16, 2016
80141335, United States, 14-Jan-17, 2017
80140955, United States, 5-Dec-19, 2019
80139506, United States, 1-Sep-17, 2017
80138615, United States, 1-Jan-18, 2018
80138584, United States, 1-Oct-16, 2016
80136786, United States, 16-Oct-17, 2017
80136548, United States, 23-Dec-16, 2016
80136440, United States, 16-Dec-16, 2016
80135640, United States, 15-Oct-17, 2017
80135586, United States, 1-Mar-17, 2017
80135585, United States, 13-Mar-18, 2018
80135414, United States, 24-Oct-17, 2017
80135276, United States, 1-Jan-20, 2020
80135164, United States, 20-Oct-17, 2017
80134969, United States, 21-Feb-17, 2017
80134967, United States, 14-Mar-17, 2017
80134966, United States, 3-Jan-17, 2017
80134893, United States, 4-Jan-17, 2017
80134827, United States, 21-Nov-17, 2017
80134826, United States, 28-Mar-17, 2017
80134814, United States, 1-Mar-17, 2017
80134780, United States, 9-May-17, 2017
80134779, United States, 27-Feb-18, 2018
80134721, United States, 18-Jan-19, 2019
80134695, United States, 6-Jul-19, 2019
80134527, United States, 7-Apr-17, 2017
80134431, United States, 5-Feb-18, 2018
80134279, United States, 10-Nov-16, 2016
80134149, United States, 1-May-17, 2017
80134080, United States, 28-Jun-19, 2019
80133663, United States, 2-May-17, 2017
80133554, United States, 30-May-17, 2017
80133553, United States, 27-Jun-17, 2017
80133552, United States, 25-Apr-17, 2017
80133551, United States, 16-May-17, 2017
80133550, United States, 28-Feb-17, 2017
80133549, United States, 31-Jan-17, 2017
80133311, United States, 23-May-19, 2019
80133139, United States, 18-Jan-17, 2017
80133042, United States, 27-Jul-18, 2018
80132964, United States, 18-Mar-17, 2017
80132601, United States, 10-Jun-17, 2017
80132411, United States, 21-Dec-16, 2016
80132410, United States, 10-Dec-16, 2016
80131616, United States, 9-Feb-19, 2019
80131551, United States, 22-Dec-18, 2018
80131240, United States, 22-Oct-18, 2018
80130625, United States, 6-Apr-18, 2018
80128722, United States, 29-Sep-17, 2017
80128715, United States, 28-Apr-17, 2017
80128691, United States, 9-Aug-17, 2017
80128689, United States, 23-Aug-17, 2017
80128688, United States, 15-May-17, 2017
80128657, United States, 6-Jan-17, 2017
80128317, United States, 30-Sep-18, 2018
80128275, United States, 22-Nov-18, 2018
80127995, United States, 15-Nov-16, 2016
80127604, United States, 1-Feb-17, 2017
80127600, United States, 4-Nov-16, 2016
80127559, United States, 12-Oct-16, 2016
80127558, United States, 21-Nov-17, 2017
80127459, United States, 16-Dec-16, 2016
80126646, United States, 18-Oct-19, 2019
80126569, United States, 14-Apr-17, 2017
80126485, United States, 24-Mar-17, 2017
80126449, United States, 24-Nov-17, 2017
80125979, United States, 8-Sep-17, 2017
80125671, United States, 24-Nov-19, 2019
80124722, United States, 2-Nov-18, 2018
80124522, United States, 21-Sep-18, 2018
80122759, United States, 25-Aug-17, 2017
80122179, United States, 19-May-17, 2017
80121841, United States, 4-Jun-18, 2018
80121349, United States, 28-Aug-19, 2019
80121348, United States, 21-May-19, 2019
80119375, United States, 19-Jan-17, 2017
80119249, United States, 7-Jul-17, 2017
80119234, United States, 22-Dec-17, 2017
80119194, United States, 31-Mar-17, 2017
80119193, United States, 31-Mar-17, 2017
80119192, United States, 31-Mar-17, 2017
80119191, United States, 31-Mar-17, 2017
80119190, United States, 31-Mar-17, 2017
80119188, United States, 31-Mar-17, 2017
80119187, United States, 31-Mar-17, 2017
80119186, United States, 31-Mar-17, 2017
80119145, United States, 15-Sep-17, 2017
80119125, United States, 15-Nov-16, 2016
80118930, United States, 19-Aug-16, 2016
80118916, United States, 21-Apr-17, 2017
80118913, United States, 14-Feb-18, 2018
80118101, United States, 20-Oct-17, 2017
80118100, United States, 26-Jan-18, 2018
80117902, United States, 8-Sep-17, 2017
80117831, United States, 16-Mar-18, 2018
80117811, United States, 10-Jan-17, 2017
80117809, United States, 29-Mar-19, 2019
80117803, United States, 4-Oct-19, 2019
80117800, United States, 4-Aug-17, 2017
80117748, United States, 11-May-18, 2018
80117747, United States, 7-Jul-17, 2017
80117746, United States, 6-Dec-16, 2016
80117742, United States, 1-Jan-17, 2017
80117736, United States, 12-May-18, 2018
80117694, United States, 12-Jan-18, 2018
80117628, United States, 20-Dec-16, 2016
80117560, United States, 22-Nov-19, 2019
80117557, United States, 1-Jan-20, 2020
80117555, United States, 23-Feb-18, 2018
80117554, United States, 24-May-19, 2019
80117552, United States, 31-Aug-18, 2018
80117551, United States, 16-Feb-18, 2018
80117545, United States, 14-Sep-18, 2018
80117542, United States, 24-Jul-19, 2019
80117540, United States, 1-Nov-19, 2019
80117534, United States, 18-Nov-16, 2016
80117531, United States, 9-Feb-18, 2018
80117498, United States, 18-Jan-19, 2019
80117485, United States, 11-Jan-19, 2019
80117484, United States, 18-Apr-17, 2017
80117470, United States, 23-Aug-19, 2019
80117461, United States, 4-Nov-16, 2016
80117458, United States, 30-Mar-18, 2018
80117454, United States, 27-Oct-17, 2017
80117453, United States, 24-Jan-17, 2017
80117452, United States, 17-Jan-17, 2017
80117443, United States, 21-Oct-16, 2016
80117263, United States, 5-May-17, 2017
80117240, United States, 15-Mar-17, 2017
80117038, United States, 8-Feb-19, 2019
80116921, United States, 30-Sep-18, 2018
80116839, United States, 27-Dec-16, 2016
80115857, United States, 31-Mar-17, 2017
80115676, United States, 21-Apr-17, 2017
80115673, United States, 6-Dec-16, 2016
80115671, United States, 21-Apr-17, 2017
80115464, United States, 7-Oct-16, 2016
80115432, United States, 5-Apr-19, 2019
80115338, United States, 15-Nov-19, 2019
80115134, United States, 31-Dec-16, 2016
80115118, United States, 1-Jul-18, 2018
80115101, United States, 1-Apr-17, 2017
80115030, United States, 13-Jan-20, 2020
80114988, United States, 9-Aug-19, 2019
80114915, United States, 1-Dec-16, 2016
80114855, United States, 16-Aug-19, 2019
80114700, United States, 1-Jul-16, 2016
80114666, United States, 12-May-17, 2017
80114588, United States, 15-Aug-16, 2016
80114501, United States, 1-Aug-17, 2017
80114460, United States, 4-Nov-19, 2019
80114111, United States, 15-Aug-16, 2016
80113701, United States, 27-Aug-19, 2019
80113669, United States, 20-Oct-17, 2017
80113647, United States, 7-Jun-19, 2019
80113641, United States, 4-Sep-17, 2017
80113482, United States, 5-Sep-17, 2017
80113304, United States, 31-Oct-18, 2018
80113144, United States, 7-Oct-16, 2016
80113090, United States, 17-Mar-17, 2017
80112371, United States, 1-Oct-17, 2017
80112370, United States, 1-Oct-17, 2017
80109536, United States, 1-Oct-16, 2016
80109415, United States, 25-Nov-16, 2016
80109260, United States, 1-Aug-16, 2016
80109194, United States, 21-Jun-19, 2019
80109089, United States, 1-Oct-16, 2016
80108996, United States, 1-Aug-16, 2016
80108984, United States, 17-Mar-17, 2017
80108983, United States, 20-Nov-19, 2019
80108976, United States, 25-Sep-19, 2019
80108759, United States, 5-Aug-16, 2016
80108691, United States, 19-Dec-16, 2016
80108616, United States, 1-Jan-19, 2019
80108613, United States, 7-May-17, 2017
80108609, United States, 1-Jun-17, 2017
80108450, United States, 24-Feb-18, 2018
80108430, United States, 2-Jun-19, 2019
80108373, United States, 13-Apr-18, 2018
80108371, United States, 16-Sep-16, 2016
80108159, United States, 2-Aug-19, 2019
80108147, United States, 1-Aug-16, 2016
80107948, United States, 1-Jul-17, 2017
80107808, United States, 17-Feb-17, 2017
80107737, United States, 9-Mar-17, 2017
80107736, United States, 1-Jun-17, 2017
80107656, United States, 15-May-17, 2017
80107087, United States, 21-Jul-16, 2016
80107084, United States, 26-Jan-18, 2018
80106979, United States, 1-Jul-16, 2016
80106966, United States, 23-Sep-16, 2016
80106793, United States, 5-May-17, 2017
80106754, United States, 8-May-17, 2017
80106743, United States, 11-Apr-17, 2017
80106504, United States, 14-Jan-17, 2017
80106440, United States, 15-Jan-17, 2017
80106438, United States, 16-Feb-17, 2017
80106307, United States, 13-Sep-16, 2016
80106136, United States, 1-Apr-16, 2016
80106124, United States, 3-Jun-16, 2016
80105933, United States, 1-Sep-17, 2017
80105358, United States, 19-Dec-16, 2016
80105342, United States, 15-Jan-17, 2017
80104420, United States, 11-Dec-16, 2016
80104318, United States, 1-Apr-17, 2017
80104240, United States, 1-Dec-16, 2016
80104198, United States, 13-Apr-18, 2018
80104182, United States, 14-Dec-16, 2016
80104116, United States, 15-Dec-17, 2017
80104103, United States, 5-Dec-16, 2016
80104068, United States, 29-Sep-17, 2017
80103430, United States, 1-May-17, 2017
80103392, United States, 8-Dec-16, 2016
80103383, United States, 1-Apr-18, 2018
80103372, United States, 1-May-17, 2017
80102952, United States, 21-Sep-18, 2018
80102549, United States, 1-Jun-17, 2017
80102204, United States, 15-Jul-16, 2016
80101609, United States, 16-Dec-16, 2016
80101493, United States, 6-May-16, 2016
80101096, United States, 25-Mar-16, 2016
80100937, United States, 24-Feb-17, 2017
80100936, United States, 20-Jan-17, 2017
80100772, United States, 13-Aug-16, 2016
80100260, United States, 16-Mar-17, 2017
80099306, United States, 10-Jan-20, 2020
80099204, United States, 22-Sep-17, 2017
80098839, United States, 6-Apr-17, 2017
80098491, United States, 2-Dec-16, 2016
80098490, United States, 2-Feb-17, 2017
80098467, United States, 2-Dec-16, 2016
80098288, United States, 8-Dec-16, 2016
80098287, United States, 15-May-17, 2017
80097725, United States, 6-Jan-17, 2017
80097530, United States, 1-Mar-16, 2016
80097472, United States, 14-Oct-16, 2016
80097468, United States, 1-Apr-17, 2017
80097466, United States, 7-Apr-17, 2017
80097438, United States, 1-Sep-16, 2016
80097431, United States, 26-Aug-16, 2016
80097424, United States, 1-Jun-19, 2019
80097423, United States, 31-Mar-16, 2016
80097363, United States, 23-Dec-16, 2016
80097361, United States, 1-May-17, 2017
80097360, United States, 1-Nov-16, 2016
80097349, United States, 24-Jun-16, 2016
80097321, United States, 23-Sep-16, 2016
80097141, United States, 22-Nov-17, 2017
80097140, United States, 2-Feb-18, 2018
80097072, United States, 1-Mar-17, 2017
80097003, United States, 10-Mar-17, 2017
80096984, United States, 6-Apr-18, 2018
80096955, United States, 13-Jan-17, 2017
80096585, United States, 15-Jul-16, 2016
80095988, United States, 7-Sep-18, 2018
80095900, United States, 20-Oct-17, 2017
80095815, United States, 29-Mar-19, 2019
80095807, United States, 1-Jan-20, 2020
80095806, United States, 2-Mar-17, 2017
80095718, United States, 15-Jul-18, 2018
80095699, United States, 10-May-19, 2019
80095698, United States, 2-Aug-19, 2019
80095697, United States, 20-Sep-19, 2019
80095649, United States, 10-Jan-17, 2017
80095532, United States, 8-Feb-19, 2019
80095435, United States, 25-Oct-19, 2019
80095241, United States, 26-Oct-18, 2018
80095094, United States, 1-May-17, 2017
80095089, United States, 1-Oct-17, 2017
80093198, United States, 29-Jul-16, 2016
80092926, United States, 28-Jul-17, 2017
80092837, United States, 1-Jan-16, 2016
80092801, United States, 16-Dec-19, 2019
80092404, United States, 1-Mar-16, 2016
80091879, United States, 8-Apr-16, 2016
80091742, United States, 19-Jul-19, 2019
80091741, United States, 7-Oct-16, 2016
80091658, United States, 11-Nov-16, 2016
80091245, United States, 9-Dec-16, 2016
80089198, United States, 20-Jul-18, 2018
80088910, United States, 15-Sep-16, 2016
80088507, United States, 15-Oct-16, 2016
80087897, United States, 5-May-16, 2016
80087891, United States, 30-Dec-18, 2018
80087354, United States, 2-Aug-18, 2018
80087352, United States, 17-Aug-18, 2018
80085439, United States, 1-Apr-16, 2016
80085438, United States, 1-Apr-16, 2016
80083977, United States, 6-Mar-19, 2019
80083594, United States, 26-Dec-15, 2015
80082969, United States, 1-Sep-18, 2018
